Title	Wiki_text	Clean_wiki_text	Wikidata_desc	Clean_wikidata_desc	Category
Schedule padding	<p><b>Schedule padding</b>—sometimes called simply <b>padding</b>, or <b>recovery time</b>—is some amount of 'additional' time added to part or all of a schedule, in excess of the expected duration, that allows it to be resilient to anticipated delays and increase the chance that the published schedule will be met. In some cases, excessive padding may be intentionally added to make it unlikely that the schedule won't be met, or to prefabricate an earlier-than-scheduled completion. Padding may have only a temporary positive impact, and many clients perceive this as a deceptive strategy. </p><p>In transportation, airlines and public transit agencies often use schedule padding to improve schedule adherence and on-time performance, as the percentage of <i>on-time</i> trips is typically a key performance indicator for operators. </p><p>In project management or project planning, padding is added to a project schedule to account for known risks and other unforeseen circumstances that may prevent a project from being delivered on time. </p><p><br></p>	case met expected time improve allows additional other from added part adherence anticipated an this account recovery chance be prefabricate temporary airline for unlikely many project will planning that delay increase impact duration typically perceive simply unforeseen often schedule of prevent transportation intentionally strategy padding—sometimes client is deceptive on trip it earlierthanscheduled risk operator some indicator performance completion wont a delivered transit ontime use circumstance may percentage being all or public management resilient have amount and positive make excess known the to time—is called only published excessive key padding in agency	time added to a transportation schedule making it resilient to delay	delay schedule transportation time to making it a resilient added	Transport
Flight cancellation and delay	<p>A <b>flight delay</b> is when an airline flight takes off and/or lands later than its scheduled time. The Federal Aviation Administration (FAA) considers a flight to be delayed when it is 15 minutes later than its scheduled time. A <b>cancellation</b> occurs when the airline does not operate the flight at all for a certain reason. </p><p>In the European Union, Flight Compensation Regulation 261/2004 states that flight delays for over three hours, cancellations and denied boarding entitles passengers to a compensation from €250 up to €600 per passenger from the airline.</p><p>In the United States, when flights are canceled or delayed, passengers may be entitled to compensation due to rules obeyed by every flight company, usually Rule 240, or Rule 218 in certain locations. This rule usually specifies that passengers may be entitled to certain reimbursements, including a free room if the next flight is the day after the canceled one, a choice of reimbursement, rerouting, phone calls, and refreshments. When a flight is delayed, the FAA allocates slots for takeoffs and landings based on which flight is scheduled first. The Transportation Department imposes a fine of up to $27,500 per passenger for planes left on the tarmac for more than three hours without taking off (four hours for international flights). However, passengers are not entitled to direct monetary compensation under US law when a delay occurs. Instead, airlines are merely required to pay for lodging costs of passengers if the delay or a cancellation is through their own fault, but not if the cause is beyond their control, such as weather.</p>	control minute 27500 free department call pay more time by delayed federal are instead from required without hour an lodging due choice this andor union doe next day be including over airline for location land per landing company when cause off that €600 direct delay scheduled later merely certain rule take after 15 regulation such faa up €250 allocates however operate aviation of three passenger transportation slot which occurs is but international on own four left 218 cancellation cost it rerouting plane takeoff compensation 240 room obeyed based law usually state european at u under a their taking fault refreshment denied may entitles beyond phone flight all or every reimbursement not considers and one first if specifies weather united the canceled than to boarding 2612004 tarmac imposes monetary reason fine through administration airlinein in entitled	not operating a scheduled flight	scheduled flight operating a not	Transport
Freedom of movement under United States law	"<p> <b>Freedom of movement under United States law</b> is governed primarily by the Privileges and Immunities Clause of the United States Constitution which states, ""The Citizens of each State shall be entitled to all Privileges and Immunities of Citizens in the several States."" Since the circuit court ruling in <i>Corfield v. Coryell</i>, 6 Fed. Cas. 546 (1823), freedom of movement has been judicially recognized as a fundamental Constitutional right. In <i>Paul v. Virginia</i>, 75 U.S. 168 (1869), the court defined freedom of movement as ""right of free ingress into other States, and egress from them."" However, the Supreme Court did not invest the federal government with the authority to protect freedom of movement. Under the ""privileges and immunities"" clause, this authority was given to the states, a position the court held consistently through the years in cases such as <i>Ward v. Maryland</i>, 79 U.S. 418 (1871), the <i>Slaughter-House Cases</i>, 83 U.S. 36 (1873) and <i>United States v. Harris</i>, 106 U.S. 629 (1883).</p>"	corfield case maryland v free fed immunity protect 1883 by 75 federal freedom other coryell movement from right wa 1869 since this clause be several slaughterhouse 168 held each given 106 83 judicially such them court however 1823 ca been constitutional year of privilege which primarily is harris ward 6 recognized ingres ruling government egress governed shall law fundamental state u under a paul all invest into consistently not 418 and did constitution supreme 546 defined 36 629 united the authority 1871 to position circuit virginia citizen ha with 1873 through in entitled 79	constitutional right guaranteed in the U.S.	the u guaranteed constitutional in right	Transport
Travel	"<link rel=""mw-deduplicated-inline-style"" href=""mw-data:TemplateStyles:r1033289096""> <p class=""mw-empty-elt""> </p> <p><b>Travel</b> is the movement of people between distant geographical locations. Travel can be done by foot, bicycle, automobile, train, boat, bus, airplane, ship or other means, with or without luggage, and can be one way or round trip. Travel can also include relatively short stays between successive movements, as in the case of tourism. </p> "	location case geographical in travel bicycle or is successive round short and between train one also by trip airplane way relatively bus tourism the foot ship other distant movement boat can without include luggage automobile people with done a of be stay mean	movement of people between geographical locations	location between geographical people movement of	Transport
Travel and subsistence	"<p><b>Travel and subsistence</b> expenses describe the cost of spending on business travel, meals, hotels, sundry items such as laundry (though usually only on long trips) and similar ad hoc expenditures. These reimbursements often have tax and related implications, and vary depending on the country of the business.</p><p>An organization may refund or reimburse these costs on the basis of an itemized list, or may conclude that cost of doing so is disproportionately high and instead pay a <i>per diem</i> (""per day"") allowance. This provides a budget from which the traveler may recover their costs. In this case, the traveler may choose to stay in more expensive hotels and pay the additional cost themselves. </p>"	case ad these reimburse pay more budget implication itemized additional instead conclude from laundry an doing this expenditure day basis per provides hoc expense that item refund choose related diem expensive high often businessan sundry such though disproportionately business of themselves travel which subsistence traveler is so on list meal trip cost organization similar usually recover a their stay long may spending describe or reimbursement have depending and allowance hotel country vary the to tax only in	overview about travel and subsistence	and travel about subsistence overview	Transport
Fateh Jang Gumbad Alwar	"<p class=""mw-empty-elt""> </p> <p><b>Fateh Jang Gumbad Alwar</b>, also known as <b>Fateh Jang ka Gumabd</b> or <b>The tomb of Fateh Jang,</b> is a popular tourist attraction located in Alwar city in Rajasthan state of India. The monument is dedicated to Fateh Jang, who was a minister to Mughal Emperor Shah Jahan and was a governor of Alwar, who died in 1647.</p><p>This historical tomb, located near the railway station and the tourist office has started losing its luster due to lack of maintenance. The upper part of the Fateh Jung dome is weak and can collapse at any time. Due to this, tourists coming here can also become victims of accidents. At present, the movement of tourists has been banned here.</p>"	dome ka or luster jung is present rajasthan weak located mughal and here died also time near office victim alwar accident gumabd it emperor minister become known monument historical the railway jahan station to governor tourist coming shah upper banned gumbad attraction who movement part maintenance 1647this popular wa started can state dedicated any fateh india city due at this ha losing lack collapse tomb been a of jang in	tomb in Alwar, Rajasthan, India	india alwar tomb rajasthan in	Transport
Homesickness	<p><b>Homesickness</b> is the distress caused by being away from home. Its cognitive hallmark is preoccupying thoughts of home and attachment objects. Sufferers typically report a combination of depressive and anxious symptoms, withdrawn behavior and difficulty focusing on topics unrelated to home. Experienced by children and adults, the affected person may be taking a short trip to a nearby place, such as summer camp, or they may be taking a long trip or have moved to a different country.</p><p>In its mild form, homesickness prompts the development of coping skills and motivates healthy attachment behaviors, such as renewing contact with loved ones. Nearly all people miss something about home when they are away, making homesickness a nearly universal experience. However, intense homesickness can be painful and debilitating.</p>	attachment withdrawn short coping by object prompt moved are hallmark distress from countryin experienced can development universal homesickness be renewing thought when skill symptom form place mild nearly typically intense such debilitating difficulty however they experience of topic is motivates on report affected trip it combination loved depressive nearby anxious about different camp sufferer a taking long may being summer all something caused healthy or contact preoccupying have person and away one behavior focusing painful unrelated the to child home adult people making with miss cognitive	distress caused by being away from home	away being by caused distress from home	Transport
Travel photography	<p><b>Travel photography</b> is a genre of photography that may involve the documentation of an area's landscape, people, cultures, customs, and history. The Photographic Society of America defines a travel photo as an image that expresses the feeling of a time and place, portrays a land, its people, or a culture in its natural state, and has no geographical limitations.</p><p>Travel photography as a genre is one of the most open in terms of the subjects it covers. Many travel photographers specialize in a particular aspect of photography such as travel portraits, landscape or documentary photography as well as shooting all aspects of travel. Much of today's Travel Photography style is derived from early work in Magazines such as National Geographic magazine from photographers such as Steve McCurry. This genre of photography entails shooting a wide variety of subjects under varied available conditions, e.g. low light photography indoors, available ambient light photography for exteriors of buildings and monuments, shooting on the streets where sometimes conditions may be hostile, capturing moments which rarely recur, capturing the magic of light while shooting landscapes, etc. </p><p>As travel has become more accessible, more and more, the genre is opening up to amateurs and professionals alike. Amateur Travel photography is often shared through sites like Flickr, 500px and 1x. Travel photography, unlike other genres like fashion, product, or food photography, is still an underestimated and relatively less monetized genre, though the challenges faced by travel photographers are a lot greater than some of the genres where the light and other shooting conditions may be controllable. Traditionally travel photographers earned money through Stock photography, magazine assignments, and commercial projects. Nowadays, the stock photography market has collapsed and more and more photographers are using more innovative methods of earning a living such as through blogging, public speaking, commercial projects, and teaching. </p>	exterior geographical sometimes earning limitationstravel portrait most unlike accessible rarely more subject early nowadays time like history by hostile term photo society become street are monument defines 1x express well moment other from where earned shooting open shared traditionally aspect an low recur this steve landscape method eg be area derived national for land feeling much faced many building project etc documentary natural that custom fashion opening while place light ambient innovative lot product still culture style often flickr food such amateur money living up though magic entail teaching of magazine alike le site travel photography which commercial portrays is genre today assignment monetized cover on particular america it relatively blogging controllable some stock mccurry capturing state market involve under a no may using all or public variety photographic wide image and underestimated one work varied professional documentation geographic 500px the condition specialize than to photographer available challenge people collapsed ha speaking through in greater indoors	photography genre	genre photography	Transport
Travelers' diarrhea	"<p><b>Travelers' diarrhea</b> (<b>TD</b>) is a stomach and intestinal infection. TD is defined as the passage of unformed stool (one or more by some definitions, three or more by others) while traveling. It may be accompanied by abdominal cramps, nausea, fever, headache and bloating. Occasionally bloody diarrhea may occur. Most travelers recover within three to four days with little or no treatment. About 10% of people may have symptoms for a week.</p><p>Bacteria are responsible for more than half of cases. The bacteria enterotoxigenic <i>Escherichia coli</i> (ETEC) are typically the most common except in Southeast Asia, where <i>Campylobacter</i> is more prominent. About 10 to 20 percent of cases are due to norovirus. Protozoa such as <i>Giardia</i> may cause longer term disease. The risk is greatest in the first two weeks of travel and among young adults. People affected are more often from the developed world.</p><p>Recommendations for prevention include eating only properly cleaned and cooked food, drinking bottled water, and frequent hand washing. The oral cholera vaccine, while effective for cholera, is of questionable use for travelers' diarrhea. Preventive antibiotics are generally discouraged. Primary treatment includes rehydration and replacing lost salts (oral rehydration therapy). Antibiotics are recommended for significant or persistent symptoms, and can be taken with loperamide to decrease diarrhea. Hospitalization is required in less than 3 percent of cases.</p><p>Estimates of the percentage of people affected range from 20 to 50 percent among travelers to the developing world. TD is particularly common among people traveling to Asia (except for Japan and Singapore), the Middle East, Africa, Mexico, and Central and South America. The risk is moderate in Southern Europe, Russia, and China. TD has been linked to later irritable bowel syndrome and Guillain–Barré syndrome. It has colloquially been known by a number of names, including ""Montezuma's revenge,"" the ""Nile runs"" and ""Delhi belly"".</p> <!-- NewPP limit report Parsed by mw1374 Cached time: 20220514124024 Cache expiry: 1814400 Reduced expiry: false Complications: [vary‐revision‐sha1, vary‐revision‐exists] CPU time usage: 0.444 seconds Real time usage: 0.522 seconds Preprocessor visited node count: 1079/1000000 Post‐expand include size: 29654/2097152 bytes Template argument size: 1828/2097152 bytes Highest expansion depth: 9/100 Expensive parser function count: 4/500 Unstrip recursion depth: 0/20 Unstrip post‐expand size: 20917/5000000 bytes Lua time usage: 0.252/10.000 seconds Lua memory usage: 5678685/52428800 bytes Number of Wikibase entities loaded: 1/400 --> <!-- Transclusion expansion time report (%,ms,calls,template) 100.00% 467.726 1 -total 29.80% 139.378 2 Template:Cite_book 20.55% 96.097 2 Template:Short_description 19.67% 91.981 1 Template:Infobox_medical_condition_(new) 15.04% 70.359 1 Template:Infobox 8.73% 40.849 2 Template:Pagetype 8.41% 39.327 1 Template:Redirect2 6.88% 32.166 4 Template:Cite_journal 6.87% 32.115 6 Template:Main_other 5.61% 26.241 3 Template:Cite_web -->"	case eating delhi therapy occasionally weekbacteria run antibiotic most preventive prevention number more africa by unformed term are revenge europe decrease bacteria disease questionable where young enterotoxigenic from properly central required greatest can includes include range due bowel headache infection intestinal day diarrhea effective be including taken for accompanied others cooked hand cause water nile russia prominent symptom later bloody while among singapore typically except salt frequent passage guillain–barré abdominal td often food east montezuma such two half casesestimates coli mexico percent recommended been generally of three le escherichia week stomach lost southern travel traveler middle is replacing southeast campylobacter four affected oral america south it moderate etec fever hospitalization cleaned nausea risk bloating about some china washing asia cholera linked rehydration significant belly particularly recover stool a no definition occur use primary japan may irritable bottled protozoa percentage colloquially 20 vaccine within or syndrome 50 10 giardia have and one first drinking developing defined known the loperamide discouraged than to world treatment common norovirus traveling worldrecommendations 3 longer only adult cramp developed persistent responsible people ha little with name in	disease	disease	Transport
Transcontinental walk	<p>A <b>transcontinental walk</b> involves crossing a continent on foot. If a walk does not technically cross the entire continent, but starts and ends in a major city right near two opposing sides of a continent, it is usually considered transcontinental. People have crossed continents walking alone or in groups. </p>	in or is major not crossed but have continent walk on and start if near side it end alone transcontinental the foot group opposing considered two crossing right usually walking technically city people doe involves a of cross entire	crossing of a continent on foot	on foot a of crossing continent	Transport
Travel itinerary	<p>A <b>travel itinerary</b> is a schedule of events relating to planned travel, generally including destinations to be visited at specified times and means of transportation to move between those destinations. For example, both the plan of a business trip and the route of a road trip, or the proposed outline of one, are travel itineraries. </p><p>The construction of a travel itinerary may be assisted by the use of travel literature, including travel journals and diaries, a guide book containing information for visitors or tourists about the destination, or a trip planner website dedicated to helping the users plan their trips. Typically a travel itinerary is prepared by a travel agent who assists one in conducting their travel for business or leisure. Most commonly a travel agent provides a list of pre-planned travel itineraries to a traveller, who can then pick one that they're most satisfied with. However, with the advent of the internet, online maps, navigation, online trip planners and easier access to travel information in general, travellers, especially the younger ones prefer a more do-it-yourself approach to travel planning.</p><p>Since a travel itinerary might serve different purposes for different kinds of travellers, it is crucial for a travel agent to know all the characteristics of her/his target of customers. A typical business traveller's itinerary might include information about meetings, events and contacts with some time for leisure travel, efficiently.</p> 	plan younger most construction more between visited time commonly by book road are characteristic who move can navigation include approach be assist including helping for provides those doityourself serve specified visitor that target journal leisure itinerary conducting online typically prepared route information kind schedule however website business map generally of might transportation travel proposed both access then is literature guide list preplanned efficiently trip it traveller herhis know assisted containing about user event tourist some different easier relating agent customer crucial at planner pick prefer general a their use may mean all or advent contact example planned planningsince and one diary the theyre satisfied to especially typical purpose destination dedicated internet meeting with in outline	Travel Itinerary.	travel itinerary	Transport
Chertanovo railway station	"<p><b>Chertanovo</b> (Russian: <span lang=""ru"">Чертаново</span>) is a railway station (or more precisely, <i>platform</i>, following the Russian railway stops classification) of the Paveletsky suburban railway line in the southern part of Moscow. It was opened in 1936 and named after a nearby village, which is now a residential area in the Southern Administrative Okrug of the city. </p><p>The station has two side platforms, connected by a pedestrian level crossing. There is a waiting shelter on the Moscow-bound platform. </p>"	residential southern which precisely there okrug chertanovo or is more following now waiting and on classification by it village side nearby moscow the line railway pedestrian opened station suburban paveletsky after russian two crossing part administrative wa connected stop named level 1936 city ha shelter moscowbound a platform of area in чертаново	railway station in Moscow, Russia	russia railway station in moscow	Transport
Global Travel Taskforce	"<p class=""mw-empty-elt""> </p> <p class=""mw-empty-elt""> </p><p>The <b>Global Travel Taskforce</b> is an advisory body of the government of the United Kingdom. Secretary of State for Transport, Grant Shapps announced the formation of the group on 7 October 2020 as a cross-government response to an identified need to enable the safe and sustainable recovery of international travel and to introduce a COVID-19 testing system for travellers visiting the UK. In a Written Statement to Parliament of 7 October 2020, the Transport Secretary pledged to formally report to the Prime Minister by early November 2020 with the taskforce's recommendations as to how the country can help global travel resume safe operation. The Government intends that the work of the taskforce will be performed in collaboration with the transport and tourism industries along with the private sector, specifically in relation to COVID-19 testing.</p>"	resume 2020 statement early by announced minister kingdom group pledged performed can an recommendation recovery be specifically for visiting will that safe private prime covid19 written tourism response along industry need help collaboration uk of relation 7 travel identified is advisory sector international grant on report testing traveller crossgovernment government secretary november global enable state a intends introduce shapps formally taskforce and work taskforces sustainable system country united the october to body how operation parliament with in formation transport	UK Government advisory body on safe travel	on safe travel body advisory uk government	Transport
International zone	"<p class=""mw-empty-elt""> </p> <p>An <b>international zone</b> is any area not fully subject to the border control policies of the state in which it is located. There are several types of international zones ranging from special economic zones and sterile zones at ports of entry exempt from customs rules to concessions over which administration is ceded to one or more foreign states. International zones may also maintain distinct visa policies from the rest of the surrounding state. </p>"	special over which control there surrounding economic policy entry or is not ceded more international subject type custom located and one also fully it foreign concession are distinct the to ranging rule from maintain rest port zone sterile any an state at border exempt visa of administration area in may several	such as in Tangiers	tangier in a such	Transport
Tefilat HaDerech	"<p><b>Tefilat HaDerech</b> (Hebrew: <span lang=""he"" dir=""rtl"">תפילת הדרך</span>) or the <b>Traveler's Prayer</b> or <b>Wayfarer's Prayer</b> in English, is a prayer for a safe journey recited by Jews, when they travel, by air, sea, and even on long car trips. It is recited at the onset of every journey, and preferably done standing but this is not necessary. It is often inscribed onto hamsas which sometimes contain the Sh'ma or Birkat HaBayit prayer instead. </p>"	for travel which tefilat traveler or sometimes is every preferably when not but contain english habayit and on תפילת safe sea by trip inscribed car it הדרך the onto recited hamsas shma instead onset journey air often necessary hebrew standing long birkat haderech prayer they wayfarer at this even done jew a of in	prayer for a safe journey	for safe prayer journey a	Transport
List of longest walks	<p>This is a list of the <b>longest walks</b> that have occurred in groups and on solo or duo projects. Many have promoted social causes or medical conditions. Some have been done mostly for the experience. </p><p>Groups consist of three or more people who walked at least most of the entire distance. Solo/duo walks are one or two people. The difference is that the former is tougher to organise logistically, especially when crossing international borders, since there generally needs to be greater accommodations and more thorough approvals for a group. There is also a tougher process of decision making with even a small group than with one or two people. Some people walking in groups say that the walking part can be easier than dealing with group politics and dynamics. </p><p>The walks should be continuous, save for a few weeks to organise through other countries. There is a separate section for long runs and wheelchair expeditions that were not walks. </p>	run most more also approval are consist group soloduo other occurred who social part walking can border this since dealing decision be should for were many former project say when cause that distance small need medical two duo experience even been generally of section three entire week there is international separate on list promoted solo continuous difference some thorough easier crossing at least politics done a accommodation long mostly or not organise have expedition walk and one longest process country walked the condition than to especially wheelchair tougher people few making dynamic with logistically through in greater save	Wikimedia list article	list article wikimedia	Transport
Harrington Hump	"<p class=""mw-empty-elt""> </p> <p>The <b>Harrington Hump</b> is a modular and easy-to-install system by which the height of a railway platform can be increased at relatively low cost. The system takes its name from Harrington railway station in Cumbria, England, the location of the first production version. Harrington Humps have slowly, from 2011, been installed on other UK railway stations. </p> "	location which installed is hump have height and on harrington production first by cost cumbria it relatively modular slowly system the railway station other version take 2011 from easytoinstall can england at low increased name been a platform uk of be in	Ramped system to increase the height of part of a railway platform	the railway ramped to increase a platform of part system height	Transport
Accessibility of the Metropolitan Transportation Authority	"<p class=""mw-empty-elt""> </p> <p>The physical accessibility of the Metropolitan Transportation Authority (MTA)'s public transit network, serving the New York metropolitan area, is incomplete. Although all buses are wheelchair-accessible in compliance with the Americans with Disabilities Act of 1990 (ADA), much of the MTA's rail system was built before wheelchair access was a requirement under the ADA. This includes the MTA's rapid transit systems, the New York City Subway and Staten Island Railway, and its commuter rail services, the Long Island Rail Road (LIRR) and Metro-North Railroad. Consequently, most stations were not designed to be accessible to people with disabilities, and many MTA facilities lack accessible announcements, signs, tactile components, and other features. </p><p>A city law, the New York City Human Rights Law, prohibits discrimination on the basis of disability. Since 1990, elevators have been built in newly constructed stations to comply with the ADA, with most grade-level stations requiring little modification to meet ADA standards. Additionally, the MTA identified 100 ""key stations"", high-traffic and/or geographically important stations on the subway system, which have been or are being renovated to comply with the ADA. One of the key tenets of the Fast Forward Plan to rescue the subway system released in 2018 is to drastically increase the number of ADA-accessible subway stations, adding accessible facilities to 70 stations by 2024. </p>"	tenet incomplete component 1990 comply plan human american most number released accessible 70 renovated by discrimination road are drastically metropolitan facility other staten subway consequently disability right wa includes this since mta andor basis designed be area built elevator rail were much many service forward metronorth increase island compliance additionally modification rescue city wheelchairaccessible fast been geographically of newly adding constructed 100 transportation before announcement prohibits which access identified is requiring network commuter on it bus feature station law standard rapid adaaccessible 2018 mtas ada lack act new under a transit long being all tactile or public requirement not york lirr have and one meet hightraffic although gradelevel serving sign 2024 system the authority railway important to wheelchair railroad accessibility people little with key physical in	accessibility of public transportation system in New York	transportation accessibility public new york of in system	Transport
STS Lord Nelson	<p><b>STS <i>Lord Nelson</i></b> was a sail training ship operated by the Jubilee Sailing Trust. She was designed by Colin Mudie and launched on 17 October 1986.</p><p>The ship was built by the Jubilee Sailing Trust (JST) and, along with the SV <i>Tenacious</i>, the pair were the only tall ships in the world that are wheelchair accessible throughout. The JST are an international UN accredited charity offering sailing adventures to people of all abilities and backgrounds. She was decommissioned in October 2019. On the 26 April 2021 the Jubilee Sailing Trust announced a plan the sell the vessel.</p>	were accredited colin all operated 2019 plan sts throughout training trust sv sailing accessible that international offering 2021 and on 26 mudie vessel by april nelson 1986the tall sell ability announced jst are 17 the october background tenacious she ship launched pair along world to wheelchair lord jubilee wa only charity sail an un people with a designed adventure of decommissioned in built	three-masted wooden hulled sailing ship	wooden ship threemasted hulled sailing	Transport
SV Tenacious	"<p class=""mw-empty-elt""> </p> <p>The <b>SV <i>Tenacious</i></b> is a modern British wooden sail training ship, specially designed in the 1990s. When completed in 2000, it was the largest wooden ship to be built in the UK for over 100 years. </p><p>The ship was built by the Jubilee Sailing Trust (JST) and, along with the STS Lord Nelson, the pair are the only tall ships in the world that were built so that both disabled and non-disabled people can sail as crew, not passengers. Features that cannot be found on other ships include wheelchair lifts throughout, unique ascender systems that allow wheelchair users to go aloft (either assisted or by their own efforts), a speaking compass for those with visual impairments, hearing loops, adjustable furniture for those with mobility difficulties, and a joystick to help individuals with dexterity limitations to steer the ship. Everyone plays a full and active role in the voyage. The JST are a UN accredited charity offering sailing adventures to people of all abilities and backgrounds. </p>"	accredited throughout lift loop ascender by dexterity full are limitation everyone background joystick other role visual completed crew go can wa charity include hearing disabled designed be british over built for were sts those voyage training when sv sailing that unique play tall either ability wooden individual pair along allow adjustable impairment difficulty un aloft help year uk nondisabled adventure of 100 2000 both mobility is trust so on own effort it modern jst assisted tenacious feature user ship jubilee 1990s their a specially all found or not offering largest and nelson steer furniture system the to world wheelchair lord only sail active compass people with speaking in passenger	ship	ship	Transport
European Network for Accessible Tourism	<p>The <b>European Network for Accessible Tourism</b> (<b>ENAT</b>) is a non-profit association of tourism enterprises, organisations and individuals from the private, public and NGO sectors aimed at evaluating good practices, as well as providing and endorsing services and products for accessible tourism in Europe. ENAT was first set up as a project activity in 2006, within the framework of the EC Disability Action Plan and was originally composed of nine founding members (partners), including VisitBritain and the ONCE Foundation, from six European countries. </p><p>Although the organization has Europe as its primary concern for accessible tourism, it also welcomes members from other countries and continents. As of 2012, the organisation includes almost 200 registered members from 28 countries, representing over 150 national, European and global organisations. </p><p>The first ENAT International Tourism for All Congress was held in Valencia, Spain in November 2007. The second international Congress took place in Vienna, Austria from September 30 to October 1, 2009.</p><p>The United Nations World Tourism Organization (UNWTO) took up Honorary Associate Membership, with Observer status in June 2008.</p><p>ENAT is registered in the European Commission's Transparency Register.</p>	plan spain accessible june also foundation europe well other member observer from disability wa includes framework 150 including ec over national vienna for commission project service activity composed held private took place association 2007 almost 2009the tourism 2008enat 2006 individual concern representing product associate congress endorsing welcome up enterprise partner of action six enat 28 is 30 set network sector international 200 evaluating good it originally organization austria november providing global september european at nation a primary once all nonprofit visitbritain within public 1 nine continent honorary and valencia 2012 practice first organisation although registered second country register united the october membership to world founding transparency ngo ha with aimed unwto status in	non-profit organization	organization nonprofit	Transport
Priority seat	"<p class=""mw-empty-elt""> </p> <p><b>Priority seats</b> have been designated in public transport vehicles by certain transport operators to allow elderly, disabled, pregnant women and the injured to ride public transport with an equal degree of access and comfort as other people. Priority seats can be found on various public transportation, including the mass transit railways, buses, minibuses, and trams. The slogan ""Please offer your seat to anyone in need"" is often displayed beside the seat. The elderly, disabled, pregnant, and injured have priority to take these seats. In most cases, there is no regulation to restrict the use of priority seats, but people are expected to offer their seats to those in need. </p>"	case transportation offer these found there those access public beside is most but expected have anyone displayed injured and on various by designated bus including are the railway certain please woman vehicle to operator allow other mass your take often regulation need tram slogan equal can restrict pregnant an use comfort people their priority with been ride disabled a seat of be transit in minibus elderly no transport degree	A seat in public transport designated for people with  difficulties like walking.	for in difficulty like people public with designated a seat walking transport	Transport
Yield the seat culture in Taiwan	"<p class=""mw-empty-elt""> </p> <p><b>Priority seats</b> have been designated in public transport vehicles by certain transport operators to allow elderly, disabled, pregnant women and the injured to ride public transport with an equal degree of access and comfort as other people. Priority seats can be found on various public transportation, including the mass transit railways, buses, minibuses, and trams. The slogan ""Please offer your seat to anyone in need"" is often displayed beside the seat. The elderly, disabled, pregnant, and injured have priority to take these seats. In most cases, there is no regulation to restrict the use of priority seats, but people are expected to offer their seats to those in need. </p>"	case transportation offer these found there those access public beside is most but expected have anyone displayed injured and on various by designated bus including are the railway certain please woman vehicle to operator allow other mass your take often regulation need tram slogan equal can restrict pregnant an use comfort people their priority with been ride disabled a seat of be transit in minibus elderly no transport degree	A seat in public transport designated for people with  difficulties like walking.	for in difficulty like people public with designated a seat walking transport	Transport
Accessible tourism	<p><b>Accessible tourism</b> is the ongoing endeavor to ensure tourist destinations, products, and services are accessible to all people, regardless of their physical or intellectual limitations, disabilities or age. It encompasses publicly and privately owned and operated tourist locations. The goal of accessible tourism is to create inclusivity of all including those traveling with children, people with disabilities, as well as seniors. This allows those with access requirements to be able to function as an independent using products following the universal design principle, a variety of services, and different environments.</p>	location using all operated function those or access ongoing is intellectual inclusivity owned encompasses service requirement accessible variety following and able independent design it are limitation allows tourism the endeavor product to child tourist well environment different traveling disability regardless destination ensure an people goal create this with universal age publicly their a physical of including be principle senior privately	Accessibility of tourism for disabled people	for accessibility people disabled of tourism	Transport
Next Generation Supersonic Transport	<p>The <b>Next Generation Supersonic Transport</b> is a supersonic transport (SST) being developed by the Japanese Space Agency JAXA. By comparison to the Concorde, the new design will carry three times the passengers (300), fly at roughly the same speed (Mach 2) 1,522.4 mph (2,450.1 km/h), and have twice the range. The goal is to achieve a ticket price comparable to that of subsonic business class. JAXA had expected to launch the plane by 2015. An 11.5-meter prototype was tested on October 10, 2005.</p><p>One of the most crucial factors in the commercial viability of a supersonic transport is the strength of the sonic boom it generates. The boom created by Concorde was powerful enough to prevent the aircraft from flying supersonically over land, thus eliminating many possible passenger routes (and contributing to the cancellation of Concorde's American rival, the Boeing 2707). Since the 1960s however, a number of techniques have been developed that may reduce the effect (see the sonic boom article). On May 9, 2008, JAXA announced it would collaborate with NASA to conduct joint research on sonic boom modeling.</p><p>JAXA is also researching hypersonic transport (Mach 5.0+) 3,806 mph (6,125 km/h), though the goal is not use for commercial aircraft cost competitive with current aircraft.</p>	fly modelingjaxa 2008 american most number flying aircraft expected had would time prototype also by 2707 supersonic launch announced 300 joint technique mph from 6125 generation enough wa an possible range conduct 2015 since subsonic next same over for land many will current sonic that eliminating tested generates boeing effect rival researching competitive roughly route though however comparison business mach been 3806 of prevent three thus supersonically commercial 115meter article viability is achieve ticket collaborate strength on boom carry contributing cancellation 15224 cost it 24501 jaxa plane 2005one space sst nasa speed class concorde at crucial goal new a concordes created use may being reduce 50 10 not have and factor twice 2 research 9 comparable japanese the 1960s october to hypersonic kmh powerful developed with price see in agency design passenger transport	supersonic airliner development project	project airliner supersonic development	Transport
